X,Y,OBJECTID,event_unique_id,Primary_Offence,Occurrence_Date,Occurrence_Year,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_DayOfMonth,Occurrence_DayOfYear,Occurrence_Hour,Report_Date,Report_Year,Report_Month,Report_DayOfWeek,Report_DayOfMonth,Report_DayOfYear,Report_Hour,Division,City,Hood_ID,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Longitude,Latitude,ObjectId2
-8849134.612,5404309.925,17896,GO-20181622454,THEFT UNDER - BICYCLE,2018/09/01 04:00:00+00,2018,September,Saturday,1,244,22,2018/09/02 04:00:00+00,2018,September,Sunday,2,245,0,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),Bar / Restaurant,Commercial,EMMO,,EL,3,RED,900,STOLEN,-79.49312873,43.60365221,727
-8847425.01,5407905.589,17910,GO-20189031659,THEFT UNDER - BICYCLE,2018/09/16 04:00:00+00,2018,September,Sunday,16,259,22,2018/09/23 04:00:00+00,2018,September,Sunday,23,266,22,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Open Areas (Lakes, Parks, Rivers)",Outside,OT,MODENA,RG,21,BLK,250,STOLEN,-79.47777112,43.62703728,728
-8847425.01,5407905.589,17911,GO-20189031659,THEFT UNDER - BICYCLE,2018/09/16 04:00:00+00,2018,September,Sunday,16,259,22,2018/09/23 04:00:00+00,2018,September,Sunday,23,266,22,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Open Areas (Lakes, Parks, Rivers)",Outside,OT,MODENA,RG,21,WHI,250,STOLEN,-79.47777112,43.62703728,729
-8848932.908,5406833.813,17914,GO-20141933079,THEFT UNDER,2014/04/21 04:00:00+00,2014,April,Monday,21,111,2,2014/04/21 04:00:00+00,2014,April,Monday,21,111,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OTHER,,RG,10,,10,STOLEN,-79.49131679,43.62006774,730
-8858564.77,5413992.342,24436,GO-20149006813,THEFT UNDER,2014/09/09 04:00:00+00,2014,September,Tuesday,9,252,22,2014/09/11 04:00:00+00,2014,September,Thursday,11,254,20,D22,Toronto,11,Eringate-Centennial-West Deane (11),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UK,,OT,1,BLU,300,STOLEN,-79.57784128,43.66660289,731
-8856962.592,5408367.36,660,GO-20179008512,THEFT UNDER,2017/06/11 04:00:00+00,2017,June,Sunday,11,162,3,2017/06/20 04:00:00+00,2017,June,Tuesday,20,171,17,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 1 W-2011,OT,24,GRY,600,STOLEN,-79.56344867,43.63003984,732
-8859106.211,5408732.936,2994,GO-20181295174,B&E,2018/07/12 04:00:00+00,2018,July,Thursday,12,193,18,2018/07/16 04:00:00+00,2018,July,Monday,16,197,15,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,CERVELO,S1,RC,14,BLK,1500,STOLEN,-79.58270513,43.6324168,733
-8857458.274,5409298.004,3050,GO-20181412960,THEFT UNDER - BICYCLE,2018/07/26 04:00:00+00,2018,July,Thursday,26,207,23,2018/08/02 04:00:00+00,2018,August,Thursday,2,214,8,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,K2,K2,MT,18,LGR,100,STOLEN,-79.56790146,43.63609067,734
-8859023.246,5409999.419,3059,GO-20189024884,THEFT UNDER - BICYCLE,2018/08/01 04:00:00+00,2018,August,Wednesday,1,213,7,2018/08/02 04:00:00+00,2018,August,Thursday,2,214,15,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,OT,STOCKHOLM,OT,24,BLK,0,STOLEN,-79.58195984,43.64065071,735
-8859023.246,5409999.419,3064,GO-20189024976,THEFT UNDER - BICYCLE,2018/08/01 04:00:00+00,2018,August,Wednesday,1,213,7,2018/08/03 04:00:00+00,2018,August,Friday,3,215,10,D22,Toronto,12,Markland Wood (12),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,STOCKHOLM,TO,25,BLK,1100,STOLEN,-79.58195984,43.64065071,736
-8858536.532,5409375.239,4018,GO-2019147288,B&E,2019/01/24 05:00:00+00,2019,January,Thursday,24,24,2,2019/01/24 05:00:00+00,2019,January,Thursday,24,24,8,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GT,AVALANCHE SPORT,MT,27,BLUSIL,615,STOLEN,-79.57758762,43.63659281,737
-8858457.02,5408973.014,4504,GO-20199018791,THEFT UNDER,2019/06/12 04:00:00+00,2019,June,Wednesday,12,163,16,2019/06/15 04:00:00+00,2019,June,Saturday,15,166,21,D22,Toronto,12,Markland Wood (12),Schools During Un-Supervised Activity,Educational,MO,,MT,21,SIL,250,STOLEN,-79.57687335,43.63397773,738
-8858457.02,5408973.014,4567,GO-20199018791,THEFT UNDER,2019/06/12 04:00:00+00,2019,June,Wednesday,12,163,16,2019/06/15 04:00:00+00,2019,June,Saturday,15,166,21,D22,Toronto,12,Markland Wood (12),Schools During Un-Supervised Activity,Educational,MO,,MT,21,,250,STOLEN,-79.57687335,43.63397773,739
-8858173.317,5409514.904,4745,GO-20191297183,B&E,2019/06/30 04:00:00+00,2019,June,Sunday,30,181,10,2019/07/07 04:00:00+00,2019,July,Sunday,7,188,18,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,FELT,B16,TO,10,BLK,10000,STOLEN,-79.5743248,43.63750082,740
-8858068.89,5408789.462,5498,GO-20199033360,THEFT UNDER,2019/10/10 04:00:00+00,2019,October,Thursday,10,283,9,2019/10/10 04:00:00+00,2019,October,Thursday,10,283,17,D22,Toronto,12,Markland Wood (12),Schools During Supervised Activity,Educational,UK,ORBITA 650B,MT,18,BLK,300,STOLEN,-79.57338672,43.63278432,741
-8858261.958,5408675.285,5796,GO-20192514243,THEFT UNDER - BICYCLE,2019/12/27 05:00:00+00,2019,December,Friday,27,361,23,2019/12/30 05:00:00+00,2019,December,Monday,30,364,18,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,RALEIGH,MOUNTAIN,MT,0,BLK,,STOLEN,-79.57512108,43.63204196,742
-8858261.958,5408675.285,5797,GO-20192514243,THEFT UNDER - BICYCLE,2019/12/27 05:00:00+00,2019,December,Friday,27,361,23,2019/12/30 05:00:00+00,2019,December,Monday,30,364,18,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,OTHER,NISHIKI,MT,0,BLK,,STOLEN,-79.57512108,43.63204196,743
-8859107.964,5408863.781,7788,GO-20141760093,B&E,2014/03/23 04:00:00+00,2014,March,Sunday,23,82,23,2014/03/24 04:00:00+00,2014,March,Monday,24,83,19,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,KONA,COWAN,MT,8,WHI,500,STOLEN,-79.58272088,43.63326753,744
-8857820.965,5408272.05,7911,GO-20149003293,THEFT UNDER,2014/05/04 04:00:00+00,2014,May,Sunday,4,124,15,2014/05/12 04:00:00+00,2014,May,Monday,12,132,8,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,KH,SJ300,OT,1,GRY,734,STOLEN,-79.57115957,43.62942012,745
-8859045.078,5408991.729,7971,GO-20142162615,B&E,2014/05/26 04:00:00+00,2014,May,Monday,26,146,0,2014/05/27 04:00:00+00,2014,May,Tuesday,27,147,12,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SPECIALIZED,CARVE,MT,21,BLKWHI,1500,STOLEN,-79.58215596,43.63409941,746
-8859045.078,5408991.729,7972,GO-20142162615,B&E,2014/05/26 04:00:00+00,2014,May,Monday,26,146,0,2014/05/27 04:00:00+00,2014,May,Tuesday,27,147,12,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,ROAM 2,MT,21,SILWHI,530,STOLEN,-79.58215596,43.63409941,747
-8858781.687,5408252.248,8174,GO-20142304370,THEFT UNDER,2014/06/15 04:00:00+00,2014,June,Sunday,15,166,18,2014/06/16 04:00:00+00,2014,June,Monday,16,167,19,D22,Toronto,12,Markland Wood (12),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,CCM,,MT,10,WHI,450,STOLEN,-79.57978988,43.62929136,748
-8859287.161,5409777.116,8339,GO-20149004680,THEFT UNDER,2014/07/01 04:00:00+00,2014,July,Tuesday,1,182,21,2014/07/03 04:00:00+00,2014,July,Thursday,3,184,16,D22,Toronto,12,Markland Wood (12),Ttc Bus Stop / Shelter / Loop,Outside,OT,GLIDER,OT,15,BLU,100,STOLEN,-79.58433063,43.63920551,749
-8857878.594,5408082.804,8355,GO-20142462486,B&E,2014/07/06 04:00:00+00,2014,July,Sunday,6,187,12,2014/07/14 04:00:00+00,2014,July,Monday,14,195,13,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,FUJI,29ER,MT,15,WHI,700,STOLEN,-79.57167726,43.6281896,750
-8858355.145,5409825.648,8384,GO-20142511486,B&E,2014/07/13 04:00:00+00,2014,July,Sunday,13,194,0,2014/07/16 04:00:00+00,2014,July,Wednesday,16,197,20,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,MENS,MT,10,BLU,800,STOLEN,-79.57595819,43.63952102,751
-8858355.145,5409825.648,8385,GO-20142511486,B&E,2014/07/13 04:00:00+00,2014,July,Sunday,13,194,0,2014/07/16 04:00:00+00,2014,July,Wednesday,16,197,20,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,,MT,10,GRY,800,STOLEN,-79.57595819,43.63952102,752
-8857326.889,5408867.133,8650,GO-20142720602,B&E,2014/08/17 04:00:00+00,2014,August,Sunday,17,229,2,2014/08/17 04:00:00+00,2014,August,Sunday,17,229,20,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,,MT,29,,1500,STOLEN,-79.56672121,43.63328932,753
-8858182.011,5407999.662,8699,GO-20142760183,PROPERTY - FOUND,2014/08/23 04:00:00+00,2014,August,Saturday,23,235,7,2014/08/23 04:00:00+00,2014,August,Saturday,23,235,11,D22,Toronto,12,Markland Wood (12),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,UNKNOWN,MT,99,BLU,,UNKNOWN,-79.5744029,43.62764898,754
-8857758.646,5409765.803,8972,GO-20142980533,THEFT UNDER,2014/09/24 04:00:00+00,2014,September,Wednesday,24,267,12,2014/09/25 04:00:00+00,2014,September,Thursday,25,268,13,D22,Toronto,12,Markland Wood (12),Schools During Supervised Activity,Educational,OTHER,BMX,MT,10,BLU,750,STOLEN,-79.57059975,43.63913196,755
-8856872.583,5408820.787,9603,GO-20159002866,THEFT UNDER,2015/05/17 04:00:00+00,2015,May,Sunday,17,137,21,2015/05/18 04:00:00+00,2015,May,Monday,18,138,21,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,P2 DIRTJUMPER,BM,1,BRN,1000,STOLEN,-79.56264011,43.63298799,756
-8858940.001,5408360.724,11150,GO-20142420776,PROPERTY - FOUND,2014/06/25 04:00:00+00,2014,June,Wednesday,25,176,8,2014/07/03 04:00:00+00,2014,July,Thursday,3,184,10,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,IH,,MT,21,BLK,,UNKNOWN,-79.58121204,43.62999669,757
-8857586.222,5408977.636,11154,GO-20142516043,PROPERTY - FOUND,2014/07/16 04:00:00+00,2014,July,Wednesday,16,197,22,2014/07/17 04:00:00+00,2014,July,Thursday,17,198,14,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NE,LASER,MT,6,PLE,,UNKNOWN,-79.56905084,43.63400778,758
-8858237.153,5408416.692,14575,GO-20199028969,THEFT UNDER,2019/09/05 04:00:00+00,2019,September,Thursday,5,248,18,2019/09/06 04:00:00+00,2019,September,Friday,6,249,13,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,S5,RC,11,WHI,5000,STOLEN,-79.57489825,43.6303606,759
-8858473.979,5410262.815,14917,GO-20149003836,THEFT UNDER,2014/06/01 04:00:00+00,2014,June,Sunday,1,152,17,2014/06/05 04:00:00+00,2014,June,Thursday,5,156,12,D22,Toronto,12,Markland Wood (12),Bar / Restaurant,Commercial,RM,26 INCH M HIGH,MT,16,BLK,100,STOLEN,-79.57702569,43.64236301,760
-8858072.087,5409468.798,14923,GO-20149004425,THEFT UNDER,2014/06/24 04:00:00+00,2014,June,Tuesday,24,175,18,2014/06/25 04:00:00+00,2014,June,Wednesday,25,176,10,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,STUMPJUMPER FSR,MT,20,BLK,2300,STOLEN,-79.57341544,43.63720107,761
-8858400.941,5409553.875,14924,GO-20142423373,THEFT UNDER,2014/06/20 04:00:00+00,2014,June,Friday,20,171,12,2014/07/03 04:00:00+00,2014,July,Thursday,3,184,17,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,JAMIS,X3,MT,21,WHIRED,500,STOLEN,-79.57636958,43.63775418,762
-8857820.965,5408272.05,14928,GO-20142728840,B&E,2014/08/18 04:00:00+00,2014,August,Monday,18,230,20,2014/08/18 04:00:00+00,2014,August,Monday,18,230,20,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,FELT SIX,80 HIBACHI,RG,24,,529,STOLEN,-79.57115957,43.62942012,763
-8858707.959,5410547.651,14949,GO-2015834510,THEFT UNDER,2015/05/01 04:00:00+00,2015,May,Friday,1,121,0,2015/05/19 04:00:00+00,2015,May,Tuesday,19,139,14,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,EL,0,BLUSIL,1450,STOLEN,-79.57912757,43.64421463,764
-8857758.646,5409765.803,14951,GO-2015892034,THEFT UNDER,2015/05/28 04:00:00+00,2015,May,Thursday,28,148,9,2015/05/28 04:00:00+00,2015,May,Thursday,28,148,15,D22,Toronto,12,Markland Wood (12),Schools During Supervised Activity,Educational,MONGOOSE,,OT,5,GRYONG,250,STOLEN,-79.57059975,43.63913196,765
-8859023.246,5409999.419,17712,GO-20209012074,THEFT UNDER - BICYCLE,2020/03/15 04:00:00+00,2020,March,Sunday,15,75,12,2020/04/28 04:00:00+00,2020,April,Tuesday,28,119,12,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,TR,MARLIN 7,MT,18,LBL,950,STOLEN,-79.58195984,43.64065071,766
-8858454.632,5409143.072,17919,GO-20142117568,THEFT OVER,2014/05/19 04:00:00+00,2014,May,Monday,19,139,20,2014/05/20 04:00:00+00,2014,May,Tuesday,20,140,18,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,,OT,18,WHI,3600,STOLEN,-79.5768519,43.63508338,767
-8858454.632,5409143.072,17920,GO-20142117568,THEFT OVER,2014/05/19 04:00:00+00,2014,May,Monday,19,139,20,2014/05/20 04:00:00+00,2014,May,Tuesday,20,140,18,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,STP1,OT,1,BRN,,STOLEN,-79.5768519,43.63508338,768
-8858849.387,5410083.952,17922,GO-20149003683,THEFT UNDER,2014/05/26 04:00:00+00,2014,May,Monday,26,146,1,2014/05/30 04:00:00+00,2014,May,Friday,30,150,11,D22,Toronto,12,Markland Wood (12),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UK,UNKNOWN,MT,21,BLK,200,STOLEN,-79.58039804,43.64120025,769
-8858767.774,5408588.403,17923,GO-20142202580,THEFT UNDER,2014/05/18 04:00:00+00,2014,May,Sunday,18,138,9,2014/06/02 04:00:00+00,2014,June,Monday,2,153,8,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SCOTT,HYBIRD,TA,10,WHI,1000,STOLEN,-79.5796649,43.63147706,770
-8858767.774,5408588.403,17924,GO-20142202580,THEFT UNDER,2014/05/18 04:00:00+00,2014,May,Sunday,18,138,9,2014/06/02 04:00:00+00,2014,June,Monday,2,153,8,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SCOTT,,TA,10,BLU,1000,STOLEN,-79.5796649,43.63147706,771
-8857805.921,5408996.493,17943,GO-20149006149,THEFT UNDER,2014/08/20 04:00:00+00,2014,August,Wednesday,20,232,20,2014/08/20 04:00:00+00,2014,August,Wednesday,20,232,20,D22,Toronto,12,Markland Wood (12),Unknown,Other,UK,,OT,27,BLU,450,STOLEN,-79.57102443,43.63413038,772
-8856593.81,5408198.561,21052,GO-20191656095,THEFT UNDER - BICYCLE,2019/08/29 04:00:00+00,2019,August,Thursday,29,241,23,2019/08/30 04:00:00+00,2019,August,Friday,30,242,9,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SCHWINN,,MT,12,DGR,600,STOLEN,-79.56013585,43.62894228,773
-8857909.132,5408959.847,21310,GO-20189021826,THEFT UNDER - BICYCLE,2018/07/10 04:00:00+00,2018,July,Tuesday,10,191,0,2018/07/10 04:00:00+00,2018,July,Tuesday,10,191,9,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,MT,21,MRN,700,STOLEN,-79.57195159,43.63389212,774
-8859017.332,5410134.027,22006,GO-20149003648,THEFT UNDER,2014/05/25 04:00:00+00,2014,May,Sunday,25,145,21,2014/05/29 04:00:00+00,2014,May,Thursday,29,149,21,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,SU,,MT,18,BLU,113,STOLEN,-79.58190672,43.64152578,775
-8858612.49,5408081.571,22010,GO-20142221548,B&E,2014/05/29 04:00:00+00,2014,May,Thursday,29,149,14,2014/06/04 04:00:00+00,2014,June,Wednesday,4,155,18,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,OTHER,,OT,0,BLU,200,STOLEN,-79.57826996,43.62818158,776
-8858473.979,5410262.815,22027,GO-20142577472,THEFT UNDER,2014/07/24 04:00:00+00,2014,July,Thursday,24,205,18,2014/07/26 04:00:00+00,2014,July,Saturday,26,207,19,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,BM,1,DBL,200,STOLEN,-79.57702569,43.64236301,777
-8857326.889,5408867.133,22046,GO-20143452080,B&E,2014/12/05 05:00:00+00,2014,December,Friday,5,339,23,2014/12/09 05:00:00+00,2014,December,Tuesday,9,343,9,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,DEVINCI,,MT,27,BLK,1500,STOLEN,-79.56672121,43.63328932,778
-8857326.889,5408867.133,22047,GO-20143452080,B&E,2014/12/05 05:00:00+00,2014,December,Friday,5,339,23,2014/12/09 05:00:00+00,2014,December,Tuesday,9,343,9,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,JAMIS,,MT,27,BLK,800,STOLEN,-79.56672121,43.63328932,779
-8858781.687,5408252.248,22077,GO-20159006243,THEFT UNDER,2015/08/27 04:00:00+00,2015,August,Thursday,27,239,21,2015/08/28 04:00:00+00,2015,August,Friday,28,240,1,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,CC,,MT,10,WHI,449,STOLEN,-79.57978988,43.62929136,780
-8858781.687,5408252.248,22078,GO-20159006243,THEFT UNDER,2015/08/27 04:00:00+00,2015,August,Thursday,27,239,21,2015/08/28 04:00:00+00,2015,August,Friday,28,240,1,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,SU,,MT,10,BLU,120,STOLEN,-79.57978988,43.62929136,781
-8858113.098,5408457.979,24191,GO-20171314023,B&E,2017/07/22 04:00:00+00,2017,July,Saturday,22,203,4,2017/07/22 04:00:00+00,2017,July,Saturday,22,203,4,D22,Toronto,12,Markland Wood (12),"Private Property Structure (Pool, Shed, Detached Garage)",Other,ROCKY MOUNTAIN,,MT,10,MRN,500,STOLEN,-79.57378384,43.63062905,782
-8858113.098,5408457.979,24192,GO-20171314023,B&E,2017/07/22 04:00:00+00,2017,July,Saturday,22,203,4,2017/07/22 04:00:00+00,2017,July,Saturday,22,203,4,D22,Toronto,12,Markland Wood (12),"Private Property Structure (Pool, Shed, Detached Garage)",Other,ROCKY MOUNTAIN,,MT,10,BLU,500,STOLEN,-79.57378384,43.63062905,783
-8856832.628,5409226.465,24423,GO-20149004641,THEFT UNDER,2014/07/02 04:00:00+00,2014,July,Wednesday,2,183,21,2014/07/03 04:00:00+00,2014,July,Thursday,3,184,0,D22,Toronto,12,Markland Wood (12),Bar / Restaurant,Commercial,CR,OCTANE,MT,21,RED,0,STOLEN,-79.56228119,43.63562556,784
-8856832.628,5409226.465,24424,GO-20149004641,THEFT UNDER,2014/07/02 04:00:00+00,2014,July,Wednesday,2,183,21,2014/07/03 04:00:00+00,2014,July,Thursday,3,184,0,D22,Toronto,12,Markland Wood (12),Bar / Restaurant,Commercial,SU,700CC TEMPO,RG,21,YEL,190,STOLEN,-79.56228119,43.63562556,785
-8857756.008,5408584.845,24429,GO-20142521121,B&E,2014/07/17 04:00:00+00,2014,July,Thursday,17,198,23,2014/07/18 04:00:00+00,2014,July,Friday,18,199,9,D22,Toronto,12,Markland Wood (12),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,YUKON,MT,24,SILGRY,850,STOLEN,-79.57057605,43.63145393,786
-8858814.731,5410020.075,24496,GO-20159008922,THEFT UNDER,2015/10/21 04:00:00+00,2015,October,Wednesday,21,294,21,2015/10/23 04:00:00+00,2015,October,Friday,23,296,13,D22,Toronto,12,Markland Wood (12),"Apartment (Rooming House, Condo)",Apartment,GI,ESCAPE 2 CITY B,RG,8,BLK,600,STOLEN,-79.58008672,43.64078499,787
-8858781.687,5408252.248,24552,GO-20161967119,THEFT FROM MOTOR VEHICLE UNDER,2016/11/04 04:00:00+00,2016,November,Friday,4,309,21,2016/11/05 04:00:00+00,2016,November,Saturday,5,310,8,D22,Toronto,12,Markland Wood (12),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,YORKVILLE,OT,12,BLK,600,STOLEN,-79.57978988,43.62929136,788
-8856669.087,5409777.391,695,GO-20179008769,THEFT UNDER - BICYCLE,2017/06/23 04:00:00+00,2017,June,Friday,23,174,0,2017/06/23 04:00:00+00,2017,June,Friday,23,174,12,D22,Toronto,13,Etobicoke West Mall (13),"Apartment (Rooming House, Condo)",Apartment,GI,YUKON (UPGRADED,MT,20,GRY,1600,STOLEN,-79.56081207,43.6392073,789
-8857110.925,5409798.24,1407,GO-20179014765,THEFT UNDER - BICYCLE,2017/09/14 04:00:00+00,2017,September,Thursday,14,257,14,2017/09/14 04:00:00+00,2017,September,Thursday,14,257,16,D22,Toronto,13,Etobicoke West Mall (13),"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,KOZAK,BM,5,,370,STOLEN,-79.56478117,43.63934284,790
-8858540.127,5411423.827,3205,GO-20181506845,B&E,2018/08/13 04:00:00+00,2018,August,Monday,13,225,1,2018/08/15 04:00:00+00,2018,August,Wednesday,15,227,19,D22,Toronto,13,Etobicoke West Mall (13),"Single Home, House (Attach Garage, Cottage, Mobile)",House,UNKNOWN,,RG,1,,2500,STOLEN,-79.57761991,43.64991,791
-8856572.144,5409523.338,5587,GO-20199035066,THEFT UNDER,2019/10/23 04:00:00+00,2019,October,Wednesday,23,296,6,2019/10/24 04:00:00+00,2019,October,Thursday,24,297,13,D22,Toronto,13,Etobicoke West Mall (13),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SU,,RG,18,,310,STOLEN,-79.55994122,43.63755565,792
-8857276.355,5411179.005,7651,GO-20209030269,THEFT UNDER,2020/10/22 04:00:00+00,2020,October,Thursday,22,296,0,2020/11/22 05:00:00+00,2020,November,Sunday,22,327,1,D22,Toronto,13,Etobicoke West Mall (13),"Apartment (Rooming House, Condo)",Apartment,GI,ROAM 3,RG,24,BLK,400,STOLEN,-79.56626725,43.64831865,793
-8857434.272,5409412.384,8007,GO-20142191810,THEFT UNDER,2014/05/27 04:00:00+00,2014,May,Tuesday,27,147,12,2014/05/31 04:00:00+00,2014,May,Saturday,31,151,15,D22,Toronto,13,Etobicoke West Mall (13),"Single Home, House (Attach Garage, Cottage, Mobile)",House,JAMIS,TRAIL X2,MT,24,BLK,500,STOLEN,-79.56768585,43.6368343,794
-8857964.387,5410413.239,8092,GO-20142273510,B&E,2014/06/12 04:00:00+00,2014,June,Thursday,12,163,2,2014/06/12 04:00:00+00,2014,June,Thursday,12,163,8,D22,Toronto,13,Etobicoke West Mall (13),"Single Home, House (Attach Garage, Cottage, Mobile)",House,GIANT,XR21,MT,21,WHIRED,1000,STOLEN,-79.57244795,43.64334087,795
-8857110.925,5409798.24,8985,GO-20142996296,THEFT UNDER,2014/09/24 04:00:00+00,2014,September,Wednesday,24,267,8,2014/09/27 04:00:00+00,2014,September,Saturday,27,270,16,D22,Toronto,13,Etobicoke West Mall (13),Schools During Supervised Activity,Educational,SUN,SUNDAY,BM,1,LBL,700,STOLEN,-79.56478117,43.63934284,796
-8858302.835,5411508.884,14293,GO-20201460759,THEFT UNDER - BICYCLE,2020/08/04 04:00:00+00,2020,August,Tuesday,4,217,23,2020/08/05 04:00:00+00,2020,August,Wednesday,5,218,14,D22,Toronto,13,Etobicoke West Mall (13),"Single Home, House (Attach Garage, Cottage, Mobile)",House,ROCKY MOUNTAIN,FUSION 910,MT,10,BLK,700,STOLEN,-79.57548828,43.65046286,797
-8857110.925,5409798.24,14581,GO-20191778906,THEFT UNDER,2019/09/16 04:00:00+00,2019,September,Monday,16,259,4,2019/09/16 04:00:00+00,2019,September,Monday,16,259,11,D22,Toronto,13,Etobicoke West Mall (13),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EMMO,HORNET,EL,1,LBL,2000,STOLEN,-79.56478117,43.63934284,798
-8857258.65,5411635.021,17602,GO-20199022915,THEFT UNDER,2019/07/19 04:00:00+00,2019,July,Friday,19,200,13,2019/07/19 04:00:00+00,2019,July,Friday,19,200,13,D22,Toronto,13,Etobicoke West Mall (13),"Apartment (Rooming House, Condo)",Apartment,OT,,OT,18,WHI,2000,STOLEN,-79.56610821,43.65128273,799
-8857409.621,5411476.065,17808,GO-20189013929,THEFT UNDER - BICYCLE,2018/05/03 04:00:00+00,2018,May,Thursday,3,123,19,2018/05/06 04:00:00+00,2018,May,Sunday,6,126,11,D22,Toronto,13,Etobicoke West Mall (13),"Apartment (Rooming House, Condo)",Apartment,OT,HARDROCK,MT,24,RED,580,STOLEN,-79.5674644,43.65024954,800
-8858479.205,5411579.082,17937,GO-20142590456,THEFT UNDER,2014/07/26 04:00:00+00,2014,July,Saturday,26,207,18,2014/07/28 04:00:00+00,2014,July,Monday,28,209,19,D22,Toronto,13,Etobicoke West Mall (13),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RMB,RC10,MT,12,BLU,737,STOLEN,-79.57707264,43.65091914,801
